MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,5,1Story,CompShg,None,3,3,3,3,1,1,4,5,3,0,NA,0,0.0,WD ,960,960.0,0.0,960,1958,1958,0.0,0.0,63,90000
RL,5,SFoyer,CompShg,None,3,4,4,3,3,5,5,7,2,0,Detchd,0,2.0,WD ,768,768.0,624.0,768,1970,1970,0.0,619.0,51,129500
RL,6,1Story,CompShg,None,3,3,3,3,3,4,6,6,3,3,Attchd,1,1.0,WD ,1124,1124.0,353.0,1124,1994,1956,0.0,914.0,65,153000
FV,4,2Story,CompShg,Stone,4,3,4,3,3,6,6,5,2,0,Detchd,0,2.0,New,1224,612.0,528.0,612,2009,2009,76.0,294.0,12,173733
RL,6,1Story,CompShg,None,3,3,4,3,1,1,6,5,3,0,NA,0,0.0,New,1100,1100.0,0.0,1100,2007,2006,0.0,0.0,15,146000
RL,6,1.5Fin,CompShg,Stone,3,4,3,3,1,3,6,6,3,4,Attchd,1,2.0,WD ,1556,782.0,470.0,1019,1950,1949,340.0,300.0,72,172500
RL,6,SLvl,CompShg,None,3,3,4,3,4,6,6,6,3,3,Attchd,1,2.0,WD ,1356,1244.0,528.0,1356,1977,1977,0.0,1148.0,44,188000
RL,6,1Story,CompShg,None,3,3,4,3,4,5,6,8,3,3,Attchd,1,2.0,WD ,1262,1262.0,460.0,1262,1976,1976,0.0,978.0,45,181500
RL,6,2Story,CompShg,None,4,3,4,3,3,6,7,6,3,3,Attchd,1,2.0,ConLw,1661,799.0,550.0,827,1996,1996,0.0,385.0,25,212000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,1,7,5,4,3,Attchd,1,2.0,WD ,1857,945.0,482.0,945,1978,1978,68.0,0.0,43,188900
RL,4,1Story,CompShg,None,2,2,2,2,1,2,3,3,2,0,NA,0,0.0,WD ,666,666.0,0.0,666,1950,1946,0.0,299.0,75,64500
RL,8,2Story,CompShg,BrkFace,3,3,4,3,3,5,6,5,4,3,Attchd,1,2.0,WD ,1981,1117.0,522.0,1117,1992,1978,288.0,964.0,43,230000
RL,7,1.5Fin,CompShg,None,3,4,3,3,1,5,5,6,3,4,Detchd,1,2.0,WD ,1351,901.0,576.0,901,1950,1925,0.0,130.0,96,122000
RL,6,1Story,CompShg,None,3,3,3,3,1,2,5,5,2,3,Attchd,1,1.0,WD ,1005,1005.0,319.0,1005,1956,1956,0.0,488.0,65,133500
RM,8,1.5Fin,CompShg,None,4,4,4,3,1,2,6,7,5,3,Detchd,2,2.0,WD ,2792,1510.0,520.0,1584,1950,1920,0.0,493.0,101,256000
RM,6,2Story,CompShg,None,3,3,4,3,1,5,5,7,4,3,Attchd,1,1.0,WD ,1475,550.0,336.0,925,1976,1976,0.0,318.0,45,129500
RL,8,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,4,Attchd,1,3.0,WD ,1978,1978.0,850.0,1978,2003,2003,320.0,1682.0,18,318000
RL,6,1Story,CompShg,Stone,4,3,4,3,1,1,8,5,3,4,Attchd,1,3.0,WD ,1606,1598.0,871.0,1606,2006,2006,383.0,0.0,15,255900
RL,5,1Story,CompShg,None,3,3,4,3,1,1,6,5,3,0,NA,0,0.0,WD ,1158,1158.0,0.0,1158,2004,2004,0.0,0.0,17,143500
RL,8,1Story,CompShg,BrkFace,4,3,5,3,1,6,8,5,3,4,Attchd,1,3.0,WD ,1822,1822.0,678.0,1822,2006,2005,240.0,28.0,16,259000
RL,7,1Story,CompShg,BrkFace,3,4,4,3,2,5,6,5,3,4,Basment,2,2.0,COD,2259,1809.0,450.0,2259,1953,1953,184.0,35.0,68,217000
RL,6,1.5Fin,CompShg,None,3,3,4,3,1,3,6,7,3,4,Detchd,1,2.0,WD ,1635,1065.0,440.0,915,1950,1923,0.0,300.0,98,210000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,6,3,0,Detchd,0,2.0,WD ,1002,1002.0,902.0,1002,1970,1970,76.0,828.0,51,148500
RL,6,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,4,BuiltIn,1,2.0,New,1412,616.0,432.0,616,2007,2006,0.0,0.0,15,156932
RL,10,1Story,CompShg,None,3,3,3,3,1,1,5,5,6,0,Detchd,0,2.0,WD ,1728,1728.0,576.0,1728,1965,1965,0.0,0.0,56,145000
RL,6,1Story,CompShg,None,4,3,4,3,3,6,7,5,2,4,Attchd,1,2.0,WD ,1290,1282.0,662.0,1290,2007,2007,0.0,902.0,14,200000
RL,7,1Story,CompShg,BrkFace,5,3,5,3,4,6,10,5,2,4,Attchd,2,3.0,WD ,2046,1994.0,878.0,2046,2006,2005,400.0,1430.0,16,450000
FV,6,2Story,CompShg,BrkFace,3,3,4,3,1,6,6,5,3,0,Detchd,0,2.0,WD ,1471,729.0,440.0,742,1999,1999,894.0,381.0,22,172500
RL,9,2Story,CompShg,None,3,3,3,3,1,5,6,7,4,3,Attchd,1,2.0,WD ,2614,1522.0,624.0,1548,1997,1974,0.0,956.0,47,240000
FV,8,2Story,CompShg,None,4,3,4,3,1,1,8,5,4,4,Attchd,1,2.0,WD ,2466,1580.0,610.0,1580,2005,2004,0.0,0.0,17,340000
RL,7,1Story,CompShg,None,4,3,4,3,3,6,8,5,3,0,Attchd,0,3.0,WD ,1466,1466.0,610.0,1466,2007,2007,0.0,16.0,14,201000
RL,5,1Story,CompShg,None,3,3,3,3,3,4,5,6,3,0,Attchd,0,2.0,WD ,969,969.0,440.0,969,1975,1975,0.0,716.0,46,122000
RL,7,1Story,CompShg,Stone,3,3,4,3,1,6,7,6,3,3,Attchd,1,2.0,WD ,1664,1529.0,663.0,1664,1985,1978,67.0,1328.0,43,213000
RL,5,1Story,CompShg,None,4,3,3,3,1,3,6,5,2,0,Attchd,0,2.0,WD ,1691,1680.0,550.0,1691,1967,1967,0.0,1173.0,54,175000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,2,0,Attchd,0,2.0,New,1208,1208.0,628.0,1208,2007,2007,108.0,664.0,14,195400
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,6,3,1,Attchd,1,1.0,WD ,1052,1052.0,668.0,1052,1967,1967,172.0,527.0,54,113500
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,1,6,5,3,4,Detchd,1,1.0,WD ,1577,972.0,312.0,972,1950,1939,0.0,0.0,82,140200
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,6,3,0,Attchd,0,1.0,COD,909,882.0,294.0,909,1968,1968,90.0,162.0,53,116000
RL,9,1Story,CompShg,BrkFace,5,3,4,3,4,6,9,5,3,4,Attchd,1,3.0,New,1838,1838.0,682.0,1838,2006,2005,382.0,1455.0,16,359900
RL,6,2Story,CompShg,BrkFace,3,3,4,3,3,6,6,6,3,0,Attchd,0,1.0,WD ,1388,675.0,317.0,686,1977,1977,62.0,509.0,44,157500
RL,7,1Story,CompShg,None,4,3,3,3,1,2,5,5,2,4,Attchd,3,1.0,COD,1867,1617.0,303.0,1867,1993,1955,0.0,379.0,66,190000
RM,5,1Story,CompShg,None,3,3,3,3,2,2,5,5,2,0,Detchd,0,2.0,WD ,1301,1145.0,440.0,1301,1950,1924,0.0,405.0,97,100000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,4,6,6,3,4,Attchd,2,1.0,WD ,1251,1251.0,461.0,1251,1964,1964,425.0,553.0,57,160000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1444,1431.0,577.0,1444,2001,2002,68.0,1259.0,19,203000
RL,9,2Story,CompShg,BrkFace,4,3,5,3,1,6,8,5,4,5,Attchd,1,2.0,WD ,2810,1453.0,750.0,1453,1990,1990,336.0,482.0,31,302000
RL,5,1Story,CompShg,None,3,3,4,3,1,4,6,5,2,3,Attchd,1,1.0,WD ,923,923.0,264.0,923,1980,1980,0.0,543.0,41,143000
RL,9,2Story,CompShg,None,4,3,4,3,1,6,8,5,4,3,BuiltIn,1,2.0,WD ,2452,1028.0,683.0,1210,1999,1998,0.0,281.0,23,267000
RL,8,1Story,CompShg,None,3,3,0,0,0,0,4,5,2,0,CarPort,0,3.0,WD ,1224,0.0,530.0,1224,1964,1964,0.0,0.0,57,103000
RM,5,1Story,CompShg,BrkFace,3,4,5,4,1,6,6,5,2,0,Attchd,0,2.0,WD ,1337,1237.0,405.0,1337,1998,1998,443.0,1201.0,23,153500
RL,6,SFoyer,CompShg,None,3,3,4,3,4,5,5,5,3,3,Basment,2,2.0,WD ,1701,1390.0,611.0,1701,1981,1975,0.0,1390.0,46,171000
RL,9,1.5Fin,CompShg,None,3,3,3,3,1,1,4,5,4,0,Attchd,0,1.0,WD ,1669,1093.0,288.0,1093,1950,1924,0.0,0.0,97,107000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,2,3,6,6,3,0,Attchd,0,1.0,WD ,952,952.0,288.0,952,1968,1968,86.0,952.0,53,128500
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,5,2,0,Attchd,0,1.0,WD ,922,922.0,308.0,922,1957,1957,0.0,512.0,64,116000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,5,3,4,Attchd,1,2.0,WD ,1126,1126.0,484.0,1126,1977,1977,0.0,936.0,44,160000
RL,5,1Story,CompShg,None,4,3,4,3,2,1,8,5,2,0,Attchd,0,2.0,WD ,1280,1280.0,506.0,1280,1992,1992,0.0,0.0,29,180000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,5,3,0,Attchd,0,1.0,WD ,914,914.0,368.0,914,2002,1970,32.0,81.0,51,133000
RM,8,SFoyer,CompShg,BrkFace,3,4,4,3,4,6,7,5,2,0,Attchd,0,4.0,WD ,1368,1288.0,784.0,1368,1997,1997,200.0,1243.0,24,215000
RL,7,2Story,CompShg,None,3,3,3,3,1,4,6,7,3,4,Attchd,2,1.0,WD ,1494,771.0,213.0,753,1950,1942,0.0,547.0,79,177500
RL,7,1Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,3,4,Attchd,1,2.0,WD ,1534,1524.0,484.0,1534,2006,2006,248.0,28.0,15,215000
RM,6,1.5Fin,CompShg,None,3,3,3,2,1,2,5,6,3,4,Detchd,1,1.0,WD ,1582,952.0,250.0,994,1950,1938,0.0,273.0,83,150000
RL,11,2Story,CompShg,None,3,3,4,3,2,6,7,5,5,3,Attchd,2,3.0,WD ,3222,1673.0,594.0,1699,1990,1990,0.0,1470.0,31,320000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,3,6,6,3,0,Attchd,0,2.0,WD ,1516,1516.0,472.0,1516,1964,1964,180.0,196.0,57,167000
RL,6,1Story,CompShg,None,3,3,0,0,0,0,5,7,2,3,Detchd,1,1.0,WD ,1032,0.0,260.0,1032,1950,1935,0.0,0.0,86,125000
RM,6,1Story,CompShg,None,3,3,2,2,1,1,3,1,5,0,NA,0,0.0,WD ,1588,448.0,0.0,1588,1992,1949,0.0,0.0,72,65000
RL,6,1Story,CompShg,None,4,3,4,3,3,1,7,5,3,4,Attchd,1,2.0,New,1316,1316.0,440.0,1316,2007,2007,0.0,0.0,14,200141
RL,6,1Story,CompShg,None,4,3,4,3,1,1,7,5,3,3,Attchd,1,2.0,New,1528,1528.0,480.0,1528,2007,2007,0.0,0.0,14,235876
RM,11,2Story,CompShg,None,3,3,3,3,1,1,5,6,5,0,Detchd,0,2.0,WD ,2168,760.0,576.0,928,1993,1900,0.0,0.0,121,123000
RL,7,1.5Fin,CompShg,Stone,3,2,3,3,1,4,5,5,3,3,Detchd,1,1.0,WD ,1422,806.0,288.0,1081,1951,1951,41.0,329.0,70,137500
RL,5,1Story,CompShg,None,3,3,4,3,1,6,4,5,3,0,NA,0,0.0,WD ,990,990.0,0.0,990,1995,1994,0.0,588.0,27,123600
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,3,6,5,3,3,Attchd,1,2.0,WD ,1324,1088.0,440.0,1324,1965,1965,101.0,643.0,56,160000
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1690,924.0,463.0,948,2000,2000,0.0,0.0,21,181000
RM,4,1Story,CompShg,None,3,4,3,3,1,2,5,7,2,0,Detchd,0,2.0,WD ,825,825.0,720.0,825,1995,1955,0.0,180.0,66,125000
RL,8,2Story,CompShg,None,3,3,3,3,1,3,6,6,4,0,Attchd,0,2.0,WD ,1556,727.0,441.0,829,1968,1968,0.0,298.0,53,154000
RL,7,2Story,CompShg,None,4,4,4,3,2,6,6,5,3,2,Attchd,1,2.0,WD ,1797,1152.0,616.0,1152,1994,1993,0.0,944.0,28,231000
RL,6,1Story,CompShg,None,3,3,3,3,1,4,5,6,3,2,Attchd,1,1.0,WD ,1056,1056.0,304.0,1056,1968,1968,0.0,775.0,53,142000
RM,12,2.5Fin,WdShngl,None,4,4,3,3,2,1,10,9,4,3,Detchd,2,3.0,WD ,3608,1107.0,840.0,1518,1993,1892,0.0,0.0,129,475000
RM,5,1Story,CompShg,Stone,4,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,New,1778,1573.0,495.0,1778,2006,2005,473.0,1573.0,16,375000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,4,5,3,1,NA,1,0.0,ConLI,864,864.0,0.0,864,1971,1971,0.0,432.0,50,115000
FV,6,1Story,CompShg,None,4,3,4,3,1,6,7,5,2,0,Attchd,0,2.0,WD ,1221,1221.0,400.0,1221,2005,2004,0.0,410.0,17,185000
RL,4,1.5Fin,CompShg,None,3,3,3,3,1,2,6,8,2,4,Detchd,1,1.0,WD ,865,660.0,216.0,740,1995,1920,0.0,144.0,101,108500
FV,4,2Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Detchd,0,2.0,WD ,1223,600.0,480.0,520,2005,2005,0.0,0.0,16,147400
FV,6,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Detchd,0,2.0,WD ,1452,691.0,506.0,713,1999,1999,218.0,549.0,22,156000
RM,6,1.5Fin,CompShg,None,3,2,3,2,1,1,5,6,2,0,Detchd,0,2.0,WD ,1308,880.0,400.0,880,1978,1915,0.0,0.0,106,120000
RL,7,SLvl,CompShg,None,4,3,4,3,2,6,7,5,3,0,BuiltIn,0,2.0,WD ,1374,384.0,400.0,744,2004,2004,0.0,241.0,17,167000
RL,7,1Story,CompShg,BrkFace,4,3,4,4,1,6,7,5,2,4,Attchd,1,2.0,WD ,1504,1346.0,437.0,1504,2006,2005,14.0,16.0,16,191000
RL,7,SLvl,CompShg,None,3,3,4,3,1,1,6,5,3,3,BuiltIn,1,2.0,WD ,1384,384.0,390.0,754,1997,1997,0.0,0.0,24,161500
RL,7,1Story,CompShg,None,3,3,3,3,3,3,5,6,3,3,Attchd,1,1.0,COD,1411,1204.0,310.0,1411,1975,1955,0.0,780.0,66,130000
RL,5,1Story,CompShg,None,3,3,3,3,1,6,5,6,2,0,Detchd,0,2.0,WD ,970,970.0,624.0,970,1963,1963,0.0,630.0,58,132500
RL,5,SLvl,CompShg,None,3,4,4,3,3,5,5,8,3,0,2Types,0,3.0,WD ,904,864.0,912.0,904,1970,1970,0.0,704.0,51,144000
RL,11,2Story,CompShg,None,3,3,0,0,0,0,5,6,5,0,Attchd,0,2.0,WD ,2233,0.0,579.0,1100,1979,1979,0.0,0.0,42,141000
RL,5,1Story,CompShg,None,3,4,3,3,1,3,4,8,3,0,Detchd,0,2.0,WD ,875,385.0,728.0,875,2006,1972,0.0,385.0,49,117000
RM,5,1.5Fin,CompShg,None,3,2,3,3,3,6,6,8,2,0,NA,0,0.0,WD ,754,520.0,0.0,520,1982,1935,0.0,490.0,86,84500
RL,6,1Story,Tar&Grv,None,3,3,4,3,4,4,4,6,2,4,Attchd,2,2.0,WD ,1663,1364.0,529.0,1663,1994,1954,0.0,1116.0,67,256000
RL,5,1Story,CompShg,None,3,3,3,3,1,4,5,6,2,0,Detchd,0,1.0,WD ,925,925.0,429.0,925,1965,1965,0.0,338.0,56,117500
RL,7,1.5Fin,CompShg,None,4,4,3,2,1,3,5,7,2,3,Detchd,2,1.0,WD ,1308,728.0,256.0,976,1950,1940,0.0,428.0,81,160000
RL,6,1Story,CompShg,None,3,3,3,3,1,3,5,5,3,4,Attchd,1,1.0,WD ,1375,1240.0,323.0,1375,1998,1956,0.0,386.0,65,187000
RL,7,2Story,CompShg,BrkFace,4,3,5,3,2,6,8,5,3,4,Attchd,1,3.0,WD ,2385,1317.0,818.0,1217,2003,2003,280.0,938.0,18,350000
RL,8,2Story,CompShg,None,3,3,4,3,2,1,5,5,4,0,Detchd,0,2.0,WD ,1792,896.0,480.0,896,1974,1974,0.0,0.0,47,133000
RL,9,1Story,CompShg,Stone,4,3,5,3,4,6,8,5,4,5,Attchd,1,3.0,WD ,2464,2418.0,650.0,2464,2007,2007,554.0,1728.0,14,417500
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,5,7,5,1,3,Attchd,1,3.0,WD ,1569,1386.0,660.0,1569,2007,2007,130.0,988.0,14,175900
RL,8,1Story,CompShg,Stone,5,3,5,3,4,6,9,5,1,4,Attchd,1,3.0,New,1680,1555.0,1138.0,1680,2009,2009,242.0,1021.0,12,323262
RL,6,1Story,CompShg,None,4,3,4,3,2,6,7,5,3,0,Attchd,0,2.0,WD ,1337,1337.0,531.0,1337,2003,2003,0.0,699.0,18,185000
RL,4,1Story,CompShg,None,3,3,3,3,1,4,6,8,2,2,Attchd,1,1.0,WD ,816,816.0,240.0,816,1950,1934,0.0,574.0,87,129800
RL,7,1Story,CompShg,BrkFace,4,3,4,3,2,4,7,5,3,4,Attchd,1,2.0,New,1541,1541.0,532.0,1541,2005,2005,226.0,1201.0,16,220000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,1,4,7,3,0,Detchd,0,1.0,WD ,1573,884.0,240.0,989,1995,1935,0.0,0.0,86,133000
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,1,4,7,4,0,Detchd,0,1.0,WD ,1461,832.0,384.0,832,1996,1949,0.0,0.0,72,133500
RL,9,1Story,CompShg,None,3,3,3,3,1,1,6,5,5,0,2Types,0,2.0,ConLD,2048,1958.0,776.0,2048,1976,1976,0.0,0.0,45,170000
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1642,903.0,392.0,910,1994,1993,0.0,0.0,28,168000
RM,6,2Story,CompShg,None,3,3,2,3,1,3,6,7,2,0,Detchd,0,2.0,WD ,1470,738.0,624.0,868,1994,1922,0.0,283.0,99,140750
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,5,3,Attchd,1,2.0,WD ,2299,938.0,482.0,957,2003,1999,0.0,0.0,22,204000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,4,BuiltIn,1,2.0,WD ,2035,884.0,434.0,884,2001,2001,180.0,0.0,20,222500
RL,6,SFoyer,CompShg,None,3,3,3,3,3,4,5,5,3,0,Attchd,0,1.0,WD ,999,925.0,300.0,999,1962,1962,0.0,784.0,59,134500
FV,6,1Story,CompShg,None,4,3,4,3,3,6,8,5,2,4,Attchd,1,2.0,WD ,1378,1378.0,540.0,1378,2004,2004,0.0,851.0,17,214000
RM,5,1.5Fin,CompShg,None,3,3,4,3,2,3,5,7,3,4,Detchd,1,2.0,WD ,1118,793.0,410.0,793,1950,1939,0.0,507.0,82,119900
RL,8,1Story,CompShg,BrkFace,3,3,3,3,1,5,4,4,4,0,NA,0,0.0,WD ,1440,1440.0,0.0,1440,1955,1955,270.0,133.0,66,118000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,3,5,7,2,0,Attchd,0,1.0,WD ,1134,1010.0,254.0,1134,2002,1960,45.0,588.0,61,135000
RL,8,1.5Fin,CompShg,None,3,3,3,3,1,1,6,7,4,4,Detchd,1,2.0,WD ,1848,833.0,370.0,1053,2000,1923,0.0,0.0,98,207000
RL,7,1.5Fin,CompShg,None,3,3,3,3,1,3,6,5,4,4,Detchd,1,2.0,WD ,1694,1181.0,576.0,1390,1950,1925,0.0,423.0,96,136500
RM,4,1Story,CompShg,None,3,3,3,3,1,1,4,7,2,0,Detchd,0,1.0,WD ,901,901.0,281.0,901,2000,1954,0.0,0.0,67,107900
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,2,6,5,3,4,Detchd,1,2.0,WD ,1409,861.0,528.0,861,1950,1938,0.0,52.0,83,126000
RL,7,1Story,CompShg,Stone,3,3,3,4,4,4,6,5,3,4,Attchd,2,2.0,WD ,1656,1080.0,528.0,1656,1960,1960,112.0,639.0,61,215000
RL,9,2Story,CompShg,Stone,5,3,5,3,3,6,10,5,3,5,BuiltIn,1,3.0,New,2332,1682.0,846.0,1742,2008,2007,272.0,1280.0,14,426000
RL,5,1Story,CompShg,None,4,3,3,3,1,5,5,7,3,4,Attchd,1,1.0,WD ,1113,1113.0,264.0,1113,2007,1950,0.0,607.0,71,147000
RL,6,1Story,CompShg,None,4,3,3,3,1,1,6,8,3,4,Detchd,1,2.0,WD ,1232,816.0,440.0,1232,2000,1916,0.0,0.0,105,147500
RL,7,1Story,CompShg,BrkFace,5,3,5,3,4,6,9,5,2,4,Attchd,1,3.0,WD ,1950,1950.0,706.0,1950,2007,2007,480.0,1375.0,14,383000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,3,6,7,5,3,3,Attchd,1,2.0,WD ,1872,1845.0,604.0,1872,1988,1988,102.0,929.0,33,241500
RL,6,1.5Fin,CompShg,None,3,3,4,3,1,1,6,6,3,0,Detchd,0,2.0,WD ,1264,676.0,400.0,676,1995,1914,0.0,0.0,107,147500
RL,9,2Story,CompShg,Stone,4,3,5,3,4,6,8,5,5,4,BuiltIn,1,3.0,WD ,2500,1168.0,683.0,1168,2005,2005,130.0,16.0,16,355000
RM,5,1.5Unf,CompShg,None,3,3,3,3,1,5,5,6,2,0,NA,0,0.0,WD ,784,784.0,0.0,784,1950,1924,0.0,784.0,97,109500
RM,4,1Story,CompShg,None,3,4,0,0,0,0,2,4,1,0,Detchd,0,1.0,WD ,612,0.0,308.0,612,1950,1940,0.0,0.0,81,45000
RL,10,2Story,CompShg,None,3,4,3,3,2,1,7,7,4,3,Attchd,2,1.0,COD,2403,1032.0,349.0,1207,1950,1940,0.0,0.0,81,244400
RL,7,1Story,CompShg,Stone,3,3,3,3,1,6,6,5,3,4,Attchd,2,2.0,WD ,1644,1416.0,418.0,1644,1953,1953,238.0,1285.0,68,167000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1729,860.0,542.0,860,2002,2002,214.0,0.0,19,200000
RL,4,1Story,CompShg,None,3,3,3,3,1,1,5,3,2,0,Detchd,0,1.0,WD ,879,830.0,180.0,879,1950,1936,0.0,0.0,85,80000
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,7,2,0,Detchd,0,2.0,WD ,864,864.0,572.0,864,1990,1955,0.0,167.0,66,115000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,2,6,5,2,4,Attchd,1,1.0,WD ,1196,1196.0,297.0,1196,1956,1956,74.0,616.0,65,139000
RL,6,2Story,CompShg,BrkFace,3,3,3,3,1,5,6,7,3,3,Attchd,1,2.0,WD ,1400,672.0,440.0,672,1978,1978,203.0,209.0,43,149500
RL,7,2Story,CompShg,None,3,3,3,3,2,1,4,5,4,4,Detchd,1,1.0,WD ,1510,755.0,296.0,755,1950,1940,0.0,0.0,81,108000
RL,7,2Story,CompShg,None,3,3,0,0,0,0,4,7,3,0,NA,0,0.0,WD ,1294,0.0,0.0,694,2000,1900,0.0,0.0,121,106250
RL,5,1Story,CompShg,None,4,3,4,3,3,1,7,5,2,0,Attchd,0,3.0,WD ,1240,1240.0,826.0,1240,2006,2006,0.0,0.0,15,194000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,2,5,4,3,0,Detchd,0,2.0,WD ,988,988.0,624.0,988,1962,1962,51.0,36.0,59,129500
RL,8,1Story,CompShg,None,3,3,3,3,1,1,5,5,4,0,Detchd,0,3.0,WD ,1560,1560.0,792.0,1560,1968,1968,0.0,0.0,53,126000
RL,6,1Story,CompShg,None,3,3,2,3,2,3,5,5,3,0,Attchd,0,1.0,WD ,1368,1078.0,195.0,1368,1950,1950,0.0,1078.0,71,120000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,3,0,Attchd,0,2.0,WD ,1484,1473.0,606.0,1484,2005,2004,109.0,712.0,17,213000
RL,4,1Story,CompShg,None,4,3,4,3,4,6,8,5,1,2,Attchd,1,2.0,WD ,1226,1226.0,484.0,1226,1980,1980,0.0,807.0,41,190000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,6,6,6,3,3,Attchd,1,2.0,WD ,1169,1160.0,402.0,1169,1994,1993,112.0,705.0,28,183500
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,3,7,5,4,3,BuiltIn,2,1.0,WD ,1651,725.0,276.0,1035,1999,1963,364.0,242.0,58,172000
RL,3,1Story,CompShg,None,3,3,3,3,2,5,4,6,2,4,Detchd,1,1.0,WD ,816,816.0,288.0,816,1958,1938,0.0,690.0,83,100000
RL,6,1Story,CompShg,Stone,4,3,4,3,1,6,7,6,3,0,Attchd,0,3.0,WD ,1564,1564.0,814.0,1564,2007,2007,212.0,56.0,14,218836
RM,7,1.5Fin,CompShg,None,3,3,2,3,1,1,6,7,3,3,Detchd,1,2.0,WD ,1912,482.0,672.0,1221,2000,1905,0.0,0.0,116,163000
RL,6,1Story,CompShg,None,4,3,4,3,3,1,7,5,3,4,Attchd,1,2.0,New,1525,1510.0,534.0,1525,2006,2006,0.0,0.0,15,206580
RL,8,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,4,Attchd,1,2.0,New,1456,728.0,390.0,728,2006,2005,0.0,0.0,16,163990
RM,7,2Story,CompShg,None,2,4,2,2,1,1,5,8,3,0,Detchd,0,1.0,WD ,1330,396.0,390.0,665,2004,1910,0.0,0.0,111,116500
RL,7,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,BuiltIn,1,2.0,WD ,1720,840.0,400.0,840,2003,2002,0.0,0.0,19,188000
RL,6,SFoyer,CompShg,BrkFace,3,3,3,3,3,6,5,6,3,3,Basment,1,2.0,WD ,1280,793.0,432.0,1280,1966,1966,87.0,602.0,55,175000
RL,5,1Story,CompShg,None,4,3,4,3,4,6,8,5,2,0,Attchd,0,2.0,WD ,1179,1166.0,480.0,1179,1988,1988,0.0,248.0,33,182000
RM,5,1Story,CompShg,None,4,4,3,3,1,1,5,7,2,0,Detchd,0,2.0,WD ,960,850.0,576.0,960,1980,1926,0.0,0.0,95,103000
RL,8,1Story,CompShg,BrkFace,5,3,5,3,4,6,10,5,2,4,Attchd,2,3.0,WD ,2633,2633.0,804.0,2633,2002,2001,705.0,1282.0,20,466500
RL,6,1Story,CompShg,None,4,3,3,3,1,5,6,8,3,0,Attchd,0,1.0,WD ,988,988.0,297.0,988,1998,1959,0.0,708.0,62,149500
RL,4,1Story,CompShg,None,3,3,4,3,1,6,7,7,2,0,Attchd,0,1.0,WD ,1055,1061.0,319.0,1055,1978,1978,0.0,632.0,43,142500
